Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Sexo;Edad;Grado de urbanización;Periodo;Total
Total Nacional;01 Andalucía;21 Huelva;Hombres;65 y más años;Área poco poblada;2021;9.430
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Total;2025;271.413
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Total;2024;270.072
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Total;2023;269.067
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Total;2022;267.696
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Total;2021;266.068
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área densamente poblada;2025;74.857
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área densamente poblada;2024;74.741
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área densamente poblada;2023;74.382
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área densamente poblada;2022;73.944
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área densamente poblada;2021;74.203
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poblada nivel intermedio;2025;146.838
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poblada nivel intermedio;2024;145.576
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poblada nivel intermedio;2023;144.823
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poblada nivel intermedio;2022;143.953
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poblada nivel intermedio;2021;142.052
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poco poblada;2025;49.718
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poco poblada;2024;49.755
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poco poblada;2023;49.862
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poco poblada;2022;49.799
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Todas las edades;Área poco poblada;2021;49.813
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Total;2025;38.499
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Total;2024;39.119
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Total;2023;39.967
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Total;2022;40.498
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Total;2021;41.171
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área densamente poblada;2025;9.979
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área densamente poblada;2024;10.283
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área densamente poblada;2023;10.497
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área densamente poblada;2022;10.725
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área densamente poblada;2021;11.044
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2025;22.151
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2024;22.389
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2023;22.930
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2022;23.256
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2021;23.538
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poco poblada;2025;6.369
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poco poblada;2024;6.447
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poco poblada;2023;6.540
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poco poblada;2022;6.517
Total Nacional;01 Andalucía;21 Huelva;Mujeres;Menos de 16 años;Área poco poblada;2021;6.589
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Total;2025;178.138
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Total;2024;177.525
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Total;2023;176.957
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Total;2022;176.210
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Total;2021;174.699
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área densamente poblada;2025;47.752
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área densamente poblada;2024;47.683
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área densamente poblada;2023;47.521
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área densamente poblada;2022;47.207
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área densamente poblada;2021;47.414
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2025;99.524
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2024;98.837
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2023;98.268
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2022;97.710
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2021;96.042
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poco poblada;2025;30.862
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poco poblada;2024;31.005
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poco poblada;2023;31.168
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poco poblada;2022;31.293
Total Nacional;01 Andalucía;21 Huelva;Mujeres;De 16 a 64 años;Área poco poblada;2021;31.243
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Total;2025;54.776
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Total;2024;53.428
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Total;2023;52.143
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Total;2022;50.988
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Total;2021;50.198
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área densamente poblada;2025;17.126
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área densamente poblada;2024;16.775
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área densamente poblada;2023;16.364
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área densamente poblada;2022;16.012
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área densamente poblada;2021;15.745
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poblada nivel intermedio;2025;25.163
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poblada nivel intermedio;2024;24.350
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poblada nivel intermedio;2023;23.625
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poblada nivel intermedio;2022;22.987
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poblada nivel intermedio;2021;22.472
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poco poblada;2025;12.487
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poco poblada;2024;12.303
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poco poblada;2023;12.154
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poco poblada;2022;11.989
Total Nacional;01 Andalucía;21 Huelva;Mujeres;65 y más años;Área poco poblada;2021;11.981
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Total;2025;618.143
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Total;2024;619.055
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Total;2023;620.637
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Total;2022;624.191
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Total;2021;627.568
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área densamente poblada;2025;167.808
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área densamente poblada;2024;167.248
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área densamente poblada;2023;166.897
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área densamente poblada;2022;167.336
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área densamente poblada;2021;168.440
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poblada nivel intermedio;2025;303.043
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poblada nivel intermedio;2024;303.543
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poblada nivel intermedio;2023;304.443
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poblada nivel intermedio;2022;306.206
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poblada nivel intermedio;2021;307.340
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poco poblada;2025;147.292
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poco poblada;2024;148.264
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poco poblada;2023;149.297
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poco poblada;2022;150.649
Total Nacional;01 Andalucía;23 Jaén;Total;Todas las edades;Área poco poblada;2021;151.788
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Total;2025;84.485
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Total;2024;86.445
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Total;2023;88.143
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Total;2022;90.197
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Total;2021;92.214
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área densamente poblada;2025;23.300
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área densamente poblada;2024;23.962
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área densamente poblada;2023;24.466
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área densamente poblada;2022;25.078
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área densamente poblada;2021;25.881
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poblada nivel intermedio;2025;42.806
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poblada nivel intermedio;2024;43.707
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poblada nivel intermedio;2023;44.596
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poblada nivel intermedio;2022;45.694
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poblada nivel intermedio;2021;46.519
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poco poblada;2025;18.379
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poco poblada;2024;18.776
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poco poblada;2023;19.081
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poco poblada;2022;19.425
Total Nacional;01 Andalucía;23 Jaén;Total;Menos de 16 años;Área poco poblada;2021;19.814
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Total;2025;400.829
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Total;2024;402.970
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Total;2023;405.871
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Total;2022;409.186
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Total;2021;412.202
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área densamente poblada;2025;108.957
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área densamente poblada;2024;108.646
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área densamente poblada;2023;108.791
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área densamente poblada;2022;109.398
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área densamente poblada;2021;110.404
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poblada nivel intermedio;2025;197.394
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poblada nivel intermedio;2024;198.627
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poblada nivel intermedio;2023;200.052
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poblada nivel intermedio;2022;201.587
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poblada nivel intermedio;2021;202.721
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poco poblada;2025;94.478
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poco poblada;2024;95.697
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poco poblada;2023;97.028
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poco poblada;2022;98.201
Total Nacional;01 Andalucía;23 Jaén;Total;De 16 a 64 años;Área poco poblada;2021;99.077
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Total;2025;132.829
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Total;2024;129.640
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Total;2023;126.623
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Total;2022;124.808
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Total;2021;123.152
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área densamente poblada;2025;35.551
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área densamente poblada;2024;34.640
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área densamente poblada;2023;33.640
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área densamente poblada;2022;32.860
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área densamente poblada;2021;32.155
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poblada nivel intermedio;2025;62.843
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poblada nivel intermedio;2024;61.209
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poblada nivel intermedio;2023;59.795
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poblada nivel intermedio;2022;58.925
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poblada nivel intermedio;2021;58.100
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poco poblada;2025;34.435
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poco poblada;2024;33.791
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poco poblada;2023;33.188
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poco poblada;2022;33.023
Total Nacional;01 Andalucía;23 Jaén;Total;65 y más años;Área poco poblada;2021;32.897
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Total;2025;305.962
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Total;2024;306.472
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Total;2023;307.398
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Total;2022;309.349
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Total;2021;310.930
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área densamente poblada;2025;81.156
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área densamente poblada;2024;80.768
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área densamente poblada;2023;80.589
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área densamente poblada;2022;80.914
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área densamente poblada;2021;81.443
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poblada nivel intermedio;2025;149.950
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poblada nivel intermedio;2024;150.234
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poblada nivel intermedio;2023;150.813
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poblada nivel intermedio;2022;151.728
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poblada nivel intermedio;2021;152.239
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poco poblada;2025;74.856
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poco poblada;2024;75.470
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poco poblada;2023;75.996
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poco poblada;2022;76.707
Total Nacional;01 Andalucía;23 Jaén;Hombres;Todas las edades;Área poco poblada;2021;77.248
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Total;2025;43.552
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Total;2024;44.596
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Total;2023;45.520
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Total;2022;46.469
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Total;2021;47.449
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Área densamente poblada;2025;12.075
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Área densamente poblada;2024;12.376
Total Nacional;01 Andalucía;23 Jaén;Hombres;Menos de 16 años;Área densamente poblada;2023;12.678
